fk_table,fk_column,pk_table,pk_column,score
python-web-server-performance.csv,time,golang-web-server-performance.csv,time,0.503169907016061
python-web-server-performance.csv,ram_limit,golang-web-server-performance.csv,ram_limit,0.7763157894736843
python-web-server-performance.csv,ram_limit,golang-web-server-performance.csv,cpu_limit,0.35963381453071275
python-web-server-performance.csv,ram_limit,golang-web-server-performance.csv,ram_usage,0.37043554141699686
python-web-server-performance.csv,cpu_limit,golang-web-server-performance.csv,ram_limit,0.35963381453071275
python-web-server-performance.csv,cpu_limit,golang-web-server-performance.csv,cpu_limit,0.9166666666666665
python-web-server-performance.csv,ram_usage,golang-web-server-performance.csv,ram_limit,0.37043554141699686
python-web-server-performance.csv,ram_usage,golang-web-server-performance.csv,ram_usage,0.5994378513429108
python-web-server-performance.csv,cpu_usage,golang-web-server-performance.csv,cpu_usage,0.5113809245172616
python-web-server-performance.csv,n,golang-web-server-performance.csv,n,1.0
python-web-server-performance.csv,c,golang-web-server-performance.csv,c,1.0
python-web-server-performance.csv,lat50,golang-web-server-performance.csv,lat50,0.5704713077891707
python-web-server-performance.csv,lat50,golang-web-server-performance.csv,lat66,0.5433323822072715
python-web-server-performance.csv,lat50,golang-web-server-performance.csv,lat75,0.5499083671326012
python-web-server-performance.csv,lat50,golang-web-server-performance.csv,lat80,0.5351220299200035
python-web-server-performance.csv,lat50,golang-web-server-performance.csv,lat90,0.5417626637353299
python-web-server-performance.csv,lat66,golang-web-server-performance.csv,lat50,0.5335585540990251
python-web-server-performance.csv,lat66,golang-web-server-performance.csv,lat66,0.5694272582640976
python-web-server-performance.csv,lat66,golang-web-server-performance.csv,lat75,0.5457655943088208
python-web-server-performance.csv,lat66,golang-web-server-performance.csv,lat80,0.5321883051931829
python-web-server-performance.csv,lat66,golang-web-server-performance.csv,lat90,0.537743645041769
python-web-server-performance.csv,lat66,golang-web-server-performance.csv,lat95,0.5338728985246362
python-web-server-performance.csv,lat66,golang-web-server-performance.csv,lat99,0.5276031823281266
python-web-server-performance.csv,lat75,golang-web-server-performance.csv,lat50,0.5364808900594129
python-web-server-performance.csv,lat75,golang-web-server-performance.csv,lat66,0.5411336639717398
python-web-server-performance.csv,lat75,golang-web-server-performance.csv,lat75,0.5656709956709958
python-web-server-performance.csv,lat75,golang-web-server-performance.csv,lat80,0.5358596131519807
python-web-server-performance.csv,lat75,golang-web-server-performance.csv,lat90,0.5388676644538853
python-web-server-performance.csv,lat75,golang-web-server-performance.csv,lat95,0.5358097834165185
python-web-server-performance.csv,lat80,golang-web-server-performance.csv,lat50,0.521497056538534
python-web-server-performance.csv,lat80,golang-web-server-performance.csv,lat66,0.5247813516002388
python-web-server-performance.csv,lat80,golang-web-server-performance.csv,lat75,0.5355350572408635
python-web-server-performance.csv,lat80,golang-web-server-performance.csv,lat80,0.5682171211598205
python-web-server-performance.csv,lat80,golang-web-server-performance.csv,lat90,0.550104827613916
python-web-server-performance.csv,lat80,golang-web-server-performance.csv,lat95,0.5382268714159661
python-web-server-performance.csv,lat80,golang-web-server-performance.csv,lat98,0.5385866557515991
python-web-server-performance.csv,lat80,golang-web-server-performance.csv,lat99,0.5283163089861225
python-web-server-performance.csv,lat90,golang-web-server-performance.csv,lat50,0.5213889344065993
python-web-server-performance.csv,lat90,golang-web-server-performance.csv,lat66,0.5250461491541044
python-web-server-performance.csv,lat90,golang-web-server-performance.csv,lat75,0.5295680216576988
python-web-server-performance.csv,lat90,golang-web-server-performance.csv,lat80,0.5471426326146451
python-web-server-performance.csv,lat90,golang-web-server-performance.csv,lat90,0.5641004043126685
python-web-server-performance.csv,lat90,golang-web-server-performance.csv,lat95,0.5462600599387509
python-web-server-performance.csv,lat90,golang-web-server-performance.csv,lat98,0.5450126243114972
python-web-server-performance.csv,lat90,golang-web-server-performance.csv,lat99,0.5418812307216265
python-web-server-performance.csv,lat95,golang-web-server-performance.csv,lat66,0.5176375032810535
python-web-server-performance.csv,lat95,golang-web-server-performance.csv,lat75,0.5232092115306629
python-web-server-performance.csv,lat95,golang-web-server-performance.csv,lat80,0.5263394244554347
python-web-server-performance.csv,lat95,golang-web-server-performance.csv,lat90,0.5421160501980048
python-web-server-performance.csv,lat95,golang-web-server-performance.csv,lat95,0.5628533967057281
python-web-server-performance.csv,lat95,golang-web-server-performance.csv,lat98,0.5523918849144724
python-web-server-performance.csv,lat95,golang-web-server-performance.csv,lat99,0.5508703841521131
python-web-server-performance.csv,lat98,golang-web-server-performance.csv,lat80,0.5242912940440886
python-web-server-performance.csv,lat98,golang-web-server-performance.csv,lat90,0.5349030333137409
python-web-server-performance.csv,lat98,golang-web-server-performance.csv,lat95,0.5488194097480952
python-web-server-performance.csv,lat98,golang-web-server-performance.csv,lat98,0.5587811900191938
python-web-server-performance.csv,lat98,golang-web-server-performance.csv,lat99,0.5518014526301042
python-web-server-performance.csv,lat99,golang-web-server-performance.csv,lat66,0.5085057771153488
python-web-server-performance.csv,lat99,golang-web-server-performance.csv,lat80,0.514157613407424
python-web-server-performance.csv,lat99,golang-web-server-performance.csv,lat90,0.5309530205511072
python-web-server-performance.csv,lat99,golang-web-server-performance.csv,lat95,0.5449292651671469
python-web-server-performance.csv,lat99,golang-web-server-performance.csv,lat98,0.5500782407845599
python-web-server-performance.csv,lat99,golang-web-server-performance.csv,lat99,0.5545031178467125
python-web-server-performance.csv,lat100,golang-web-server-performance.csv,lat100,0.552968071915685
python-web-server-performance.csv,time,rabbitmq-performance.csv,time,0.5015277849707391
python-web-server-performance.csv,ram_limit,rabbitmq-performance.csv,ram_limit,0.5555555555555557
python-web-server-performance.csv,ram_limit,rabbitmq-performance.csv,cpu_limit,0.35963381453071275
python-web-server-performance.csv,ram_limit,rabbitmq-performance.csv,ram_usage,0.37043554141699686
python-web-server-performance.csv,cpu_limit,rabbitmq-performance.csv,ram_limit,0.35963381453071275
python-web-server-performance.csv,cpu_limit,rabbitmq-performance.csv,cpu_limit,0.5769230769230768
python-web-server-performance.csv,ram_usage,rabbitmq-performance.csv,ram_limit,0.37043554141699686
python-web-server-performance.csv,ram_usage,rabbitmq-performance.csv,ram_usage,0.5000000000000001
python-web-server-performance.csv,cpu_usage,rabbitmq-performance.csv,cpu_usage,0.5010925819436458
python-web-server-performance.csv,time,amf-performance.csv,time,0.5000515623388678
python-web-server-performance.csv,ram_limit,amf-performance.csv,ram_limit,0.5000000000000001
python-web-server-performance.csv,ram_limit,amf-performance.csv,cpu_limit,0.35963381453071275
python-web-server-performance.csv,ram_limit,amf-performance.csv,ram_usage,0.37043554141699686
python-web-server-performance.csv,cpu_limit,amf-performance.csv,ram_limit,0.35963381453071275
python-web-server-performance.csv,cpu_limit,amf-performance.csv,cpu_limit,0.5833333333333331
python-web-server-performance.csv,ram_usage,amf-performance.csv,ram_limit,0.37043554141699686
python-web-server-performance.csv,ram_usage,amf-performance.csv,ram_usage,0.5000000000000001
python-web-server-performance.csv,cpu_usage,amf-performance.csv,cpu_usage,0.5017632096196092
golang-web-server-performance.csv,time,rabbitmq-performance.csv,time,0.5009956599438347
golang-web-server-performance.csv,ram_limit,rabbitmq-performance.csv,ram_limit,0.5403225806451614
golang-web-server-performance.csv,ram_limit,rabbitmq-performance.csv,cpu_limit,0.35963381453071275
golang-web-server-performance.csv,ram_limit,rabbitmq-performance.csv,ram_usage,0.37043554141699686
golang-web-server-performance.csv,cpu_limit,rabbitmq-performance.csv,ram_limit,0.35963381453071275
golang-web-server-performance.csv,cpu_limit,rabbitmq-performance.csv,cpu_limit,0.6538461538461537
golang-web-server-performance.csv,ram_usage,rabbitmq-performance.csv,ram_limit,0.37043554141699686
golang-web-server-performance.csv,ram_usage,rabbitmq-performance.csv,ram_usage,0.5000000000000001
golang-web-server-performance.csv,cpu_usage,rabbitmq-performance.csv,cpu_usage,0.5010211210834632
golang-web-server-performance.csv,time,amf-performance.csv,time,0.5003564517771668
golang-web-server-performance.csv,ram_limit,amf-performance.csv,ram_limit,0.5000000000000001
golang-web-server-performance.csv,ram_limit,amf-performance.csv,cpu_limit,0.35963381453071275
golang-web-server-performance.csv,ram_limit,amf-performance.csv,ram_usage,0.37043554141699686
golang-web-server-performance.csv,cpu_limit,amf-performance.csv,ram_limit,0.35963381453071275
golang-web-server-performance.csv,cpu_limit,amf-performance.csv,cpu_limit,0.6666666666666665
golang-web-server-performance.csv,ram_usage,amf-performance.csv,ram_limit,0.37043554141699686
golang-web-server-performance.csv,ram_usage,amf-performance.csv,ram_usage,0.5000000000000001
golang-web-server-performance.csv,cpu_usage,amf-performance.csv,cpu_usage,0.5030601744028598
rabbitmq-performance.csv,time,amf-performance.csv,time,0.5000000000000001
