scenarioK_csi/samples_base.csv.sample_key,scenarioK_csi/antenna_00_features.csv.subcarrier_8_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_11_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_7_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_21_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_10_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_5_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_1_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_9_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_2_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_4_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_6_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_16_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_3_imaginary,target_x,scenarioK_csi/antenna_00_features.csv.subcarrier_19_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_20_imaginary
user_1_sample_58,0.1875,0.23046875,0.18359375,0.32421875,0.23828125,0.1640625,0.10546875,0.21484375,0.10546875,0.12890625,0.17578125,0.27734375,0.12109375,732,0.33203125,0.3359375
user_1_sample_59,0.203125,0.23828125,0.19921875,0.3203125,0.23046875,0.15625,0.08984375,0.2265625,0.10546875,0.13671875,0.171875,0.3046875,0.12890625,732,0.33203125,0.31640625
user_1_sample_5,0.2265625,0.26953125,0.21484375,0.35546875,0.25390625,0.1640625,0.10546875,0.2421875,0.10546875,0.1484375,0.203125,0.3203125,0.12109375,732,0.35546875,0.34765625
user_1_sample_60,0.2265625,0.265625,0.19140625,0.33203125,0.25,0.1640625,0.09375,0.2265625,0.12890625,0.14453125,0.18359375,0.3046875,0.13671875,732,0.33203125,0.34765625
user_1_sample_61,0.203125,0.25390625,0.203125,0.34765625,0.265625,0.18359375,0.09375,0.2421875,0.12890625,0.14453125,0.19140625,0.32421875,0.14453125,732,0.33203125,0.34375
user_1_sample_62,0.2109375,0.25390625,0.19921875,0.33203125,0.2265625,0.17578125,0.09375,0.22265625,0.109375,0.14453125,0.17578125,0.30859375,0.12890625,732,0.33203125,0.3359375
user_1_sample_63,0.21484375,0.25390625,0.1875,0.35546875,0.23828125,0.1484375,0.1171875,0.23046875,0.109375,0.13671875,0.17578125,0.3046875,0.1171875,732,0.3203125,0.3359375
user_1_sample_64,0.21484375,0.2421875,0.203125,0.3359375,0.25,0.17578125,0.09765625,0.23828125,0.12109375,0.16015625,0.19140625,0.30859375,0.13671875,732,0.33203125,0.34375
user_1_sample_65,0.21484375,0.23828125,0.1875,0.34765625,0.2421875,0.1484375,0.10546875,0.2265625,0.1328125,0.14453125,0.18359375,0.29296875,0.14453125,732,0.3203125,0.32421875
user_1_sample_66,0.21484375,0.25,0.19140625,0.35546875,0.23828125,0.1640625,0.09375,0.23828125,0.12890625,0.1484375,0.1875,0.3046875,0.13671875,732,0.3359375,0.3359375
user_1_sample_67,0.23046875,0.23828125,0.1875,0.359375,0.23046875,0.17578125,0.10546875,0.21484375,0.109375,0.14453125,0.1875,0.3046875,0.13671875,732,0.3359375,0.3359375
user_1_sample_68,0.2109375,0.25,0.19921875,0.35546875,0.23828125,0.15625,0.09375,0.23046875,0.1328125,0.13671875,0.17578125,0.30859375,0.13671875,732,0.3359375,0.33203125
user_1_sample_69,0.2109375,0.2421875,0.19921875,0.34765625,0.2421875,0.171875,0.10546875,0.203125,0.12890625,0.1484375,0.1875,0.31640625,0.14453125,732,0.3359375,0.34765625
user_1_sample_6,0.22265625,0.25390625,0.2109375,0.36328125,0.2421875,0.16015625,0.08984375,0.23828125,0.09375,0.14453125,0.19140625,0.3203125,0.12890625,732,0.35546875,0.34765625
user_1_sample_70,0.22265625,0.25390625,0.19921875,0.34375,0.2421875,0.17578125,0.09765625,0.2265625,0.12890625,0.1484375,0.1875,0.3046875,0.15625,732,0.33203125,0.33203125
user_1_sample_71,0.22265625,0.2578125,0.19921875,0.34375,0.2421875,0.171875,0.09375,0.23828125,0.12890625,0.15625,0.19140625,0.30859375,0.14453125,732,0.3359375,0.34375
user_1_sample_72,0.19921875,0.25,0.203125,0.33203125,0.25,0.16015625,0.08203125,0.23046875,0.1171875,0.171875,0.18359375,0.296875,0.1328125,732,0.33203125,0.33203125
user_1_sample_73,0.2421875,0.27734375,0.22265625,0.35546875,0.26953125,0.18359375,0.109375,0.25390625,0.13671875,0.171875,0.19921875,0.34375,0.1484375,732,0.34765625,0.359375
user_1_sample_74,0.23046875,0.25390625,0.19140625,0.34375,0.2421875,0.171875,0.10546875,0.22265625,0.12890625,0.1484375,0.17578125,0.3046875,0.13671875,732,0.3359375,0.32421875
user_1_sample_75,0.21484375,0.25390625,0.1875,0.34375,0.23046875,0.15625,0.08984375,0.23046875,0.09765625,0.1484375,0.18359375,0.30859375,0.12890625,732,0.3359375,0.3359375
user_1_sample_76,0.2109375,0.25,0.19140625,0.35546875,0.25390625,0.1484375,0.1171875,0.22265625,0.1171875,0.1484375,0.19140625,0.3046875,0.1328125,732,0.34375,0.3359375
user_1_sample_77,0.203125,0.25390625,0.203125,0.34375,0.2421875,0.171875,0.08203125,0.21484375,0.10546875,0.1484375,0.18359375,0.29296875,0.12890625,732,0.33203125,0.3359375
user_1_sample_78,0.203125,0.2421875,0.1875,0.3359375,0.23828125,0.1640625,0.09375,0.23046875,0.1171875,0.14453125,0.17578125,0.30859375,0.12890625,732,0.33203125,0.33203125
user_1_sample_79,0.203125,0.25390625,0.1875,0.3359375,0.23046875,0.16015625,0.08203125,0.22265625,0.10546875,0.1328125,0.17578125,0.296875,0.1171875,732,0.32421875,0.34375
user_1_sample_7,0.203125,0.2578125,0.19140625,0.36328125,0.2421875,0.16015625,0.0703125,0.2265625,0.109375,0.13671875,0.17578125,0.3203125,0.10546875,732,0.359375,0.37109375
user_1_sample_80,0.19921875,0.23828125,0.18359375,0.3359375,0.2265625,0.1484375,0.09375,0.22265625,0.12890625,0.1328125,0.1875,0.29296875,0.12890625,732,0.32421875,0.3203125
user_1_sample_81,0.203125,0.23828125,0.19140625,0.33203125,0.2265625,0.15625,0.08203125,0.21484375,0.1171875,0.14453125,0.1875,0.296875,0.1328125,732,0.31640625,0.33203125
user_1_sample_82,0.2109375,0.2421875,0.19921875,0.33203125,0.23046875,0.1640625,0.09375,0.22265625,0.1171875,0.14453125,0.17578125,0.3046875,0.12890625,732,0.34375,0.34375
user_1_sample_83,0.203125,0.2578125,0.203125,0.359375,0.25390625,0.17578125,0.09375,0.21484375,0.12890625,0.13671875,0.1875,0.2890625,0.13671875,732,0.3203125,0.3359375
user_1_sample_84,0.21484375,0.25,0.19921875,0.34765625,0.2421875,0.1640625,0.109375,0.2265625,0.12109375,0.1640625,0.18359375,0.32421875,0.12109375,732,0.3359375,0.33203125
user_1_sample_85,0.203125,0.23828125,0.19921875,0.34765625,0.23046875,0.17578125,0.09765625,0.23828125,0.09765625,0.15625,0.17578125,0.296875,0.12890625,732,0.31640625,0.33203125
user_1_sample_86,0.203125,0.2421875,0.203125,0.33203125,0.2421875,0.1640625,0.09375,0.22265625,0.1171875,0.1640625,0.18359375,0.30859375,0.14453125,732,0.3359375,0.35546875
user_1_sample_87,0.203125,0.25,0.19140625,0.3359375,0.25390625,0.1640625,0.09765625,0.22265625,0.109375,0.14453125,0.1875,0.296875,0.12109375,732,0.34765625,0.34375
user_1_sample_88,0.23046875,0.25390625,0.19140625,0.359375,0.23828125,0.14453125,0.10546875,0.22265625,0.10546875,0.1484375,0.18359375,0.3046875,0.1328125,732,0.3359375,0.3203125
user_1_sample_89,0.2265625,0.25,0.19921875,0.34375,0.25,0.1640625,0.10546875,0.2265625,0.12890625,0.15625,0.203125,0.3203125,0.13671875,732,0.3359375,0.34375
user_1_sample_8,0.2109375,0.25390625,0.18359375,0.36328125,0.25,0.1484375,0.09375,0.2265625,0.09765625,0.1328125,0.18359375,0.31640625,0.109375,732,0.359375,0.35546875
user_1_sample_90,0.2109375,0.25,0.19921875,0.359375,0.25,0.18359375,0.109375,0.22265625,0.109375,0.12890625,0.171875,0.29296875,0.14453125,732,0.3359375,0.34375
user_1_sample_91,0.21484375,0.23828125,0.171875,0.33203125,0.25,0.15625,0.09375,0.2109375,0.1171875,0.1328125,0.19140625,0.2890625,0.14453125,732,0.34375,0.32421875
user_1_sample_92,0.203125,0.265625,0.1875,0.34375,0.22265625,0.16015625,0.08984375,0.22265625,0.1171875,0.14453125,0.18359375,0.3046875,0.13671875,732,0.3359375,0.34375
user_1_sample_93,0.2265625,0.2421875,0.19921875,0.32421875,0.22265625,0.171875,0.09375,0.22265625,0.109375,0.14453125,0.19140625,0.30859375,0.12890625,732,0.32421875,0.34375
user_1_sample_94,0.203125,0.25390625,0.203125,0.34765625,0.23046875,0.1640625,0.09375,0.23828125,0.12109375,0.13671875,0.18359375,0.3046875,0.1328125,732,0.3359375,0.34375
user_1_sample_95,0.203125,0.2421875,0.19140625,0.34375,0.2578125,0.16015625,0.09765625,0.2109375,0.12109375,0.14453125,0.18359375,0.296875,0.13671875,732,0.33203125,0.3359375
user_1_sample_96,0.19921875,0.2421875,0.18359375,0.33203125,0.23046875,0.1640625,0.09375,0.2265625,0.10546875,0.14453125,0.171875,0.296875,0.109375,732,0.34765625,0.34375
user_1_sample_97,0.203125,0.2578125,0.1875,0.34375,0.2421875,0.1640625,0.10546875,0.21484375,0.12109375,0.16015625,0.1875,0.30859375,0.14453125,732,0.33203125,0.3359375
user_1_sample_98,0.2109375,0.2578125,0.22265625,0.34765625,0.23828125,0.17578125,0.09765625,0.22265625,0.10546875,0.1484375,0.17578125,0.31640625,0.1328125,732,0.32421875,0.3203125
user_1_sample_99,0.19921875,0.23828125,0.1875,0.34765625,0.23046875,0.1640625,0.09375,0.22265625,0.12109375,0.13671875,0.18359375,0.296875,0.12109375,732,0.32421875,0.3359375
user_1_sample_9,0.203125,0.25,0.19921875,0.35546875,0.23828125,0.16015625,0.08984375,0.23046875,0.10546875,0.14453125,0.19140625,0.30859375,0.10546875,732,0.35546875,0.34375
user_2_sample_0,-0.1640625,-0.21484375,-0.16015625,-0.34375,-0.19921875,-0.1328125,-0.0625,-0.17578125,-0.08203125,-0.10546875,-0.14453125,-0.2890625,-0.09765625,-812,-0.32421875,-0.33203125
user_2_sample_100,-0.15625,-0.19140625,-0.1328125,-0.296875,-0.17578125,-0.1171875,-0.078125,-0.1484375,-0.06640625,-0.09375,-0.1171875,-0.265625,-0.0703125,-812,-0.29296875,-0.29296875
user_2_sample_101,-0.14453125,-0.1875,-0.13671875,-0.296875,-0.17578125,-0.109375,-0.0703125,-0.16015625,-0.08203125,-0.08984375,-0.13671875,-0.2421875,-0.08203125,-812,-0.29296875,-0.29296875
user_2_sample_102,-0.14453125,-0.1875,-0.1328125,-0.31640625,-0.1640625,-0.12109375,-0.0546875,-0.15625,-0.078125,-0.09765625,-0.12109375,-0.25,-0.08203125,-812,-0.27734375,-0.2890625
user_2_sample_103,-0.1484375,-0.203125,-0.1328125,-0.296875,-0.16015625,-0.12109375,-0.06640625,-0.15625,-0.06640625,-0.09765625,-0.12109375,-0.2421875,-0.08984375,-812,-0.29296875,-0.296875
user_2_sample_104,-0.15625,-0.18359375,-0.12890625,-0.30859375,-0.1875,-0.1171875,-0.0546875,-0.15625,-0.08203125,-0.09375,-0.12109375,-0.25,-0.078125,-812,-0.28125,-0.3046875
user_2_sample_105,-0.14453125,-0.1875,-0.13671875,-0.296875,-0.15625,-0.12109375,-0.05078125,-0.15625,-0.078125,-0.08984375,-0.109375,-0.2421875,-0.09765625,-812,-0.27734375,-0.3046875
user_2_sample_106,-0.15625,-0.19921875,-0.12109375,-0.30859375,-0.171875,-0.1171875,-0.0703125,-0.14453125,-0.06640625,-0.10546875,-0.12890625,-0.2421875,-0.09375,-812,-0.265625,-0.3203125
user_2_sample_107,-0.13671875,-0.19140625,-0.13671875,-0.31640625,-0.171875,-0.09765625,-0.0625,-0.16015625,-0.078125,-0.08203125,-0.1171875,-0.25,-0.08203125,-812,-0.28125,-0.2890625
user_2_sample_108,-0.14453125,-0.203125,-0.13671875,-0.30859375,-0.18359375,-0.12109375,-0.06640625,-0.1640625,-0.08203125,-0.08203125,-0.1171875,-0.23828125,-0.0703125,-812,-0.28125,-0.296875
user_2_sample_109,-0.1484375,-0.1875,-0.14453125,-0.31640625,-0.16015625,-0.109375,-0.0625,-0.14453125,-0.078125,-0.09765625,-0.12109375,-0.25,-0.08984375,-812,-0.26953125,-0.2890625
user_2_sample_10,-0.16015625,-0.19921875,-0.16015625,-0.34375,-0.1875,-0.12890625,-0.05078125,-0.1640625,-0.0703125,-0.09375,-0.13671875,-0.27734375,-0.09375,-812,-0.30859375,-0.31640625
user_2_sample_110,-0.16015625,-0.1875,-0.12890625,-0.31640625,-0.171875,-0.12109375,-0.06640625,-0.13671875,-0.078125,-0.08203125,-0.12890625,-0.25,-0.078125,-812,-0.27734375,-0.29296875
user_2_sample_111,-0.1484375,-0.1875,-0.13671875,-0.30859375,-0.17578125,-0.109375,-0.078125,-0.15625,-0.06640625,-0.08984375,-0.12109375,-0.26953125,-0.09375,-812,-0.2890625,-0.2890625
user_2_sample_112,-0.15625,-0.1875,-0.1484375,-0.296875,-0.17578125,-0.1328125,-0.06640625,-0.15625,-0.08203125,-0.09375,-0.12109375,-0.25,-0.078125,-812,-0.26953125,-0.296875
user_2_sample_113,-0.13671875,-0.1875,-0.13671875,-0.3203125,-0.1875,-0.1171875,-0.0625,-0.16015625,-0.06640625,-0.09375,-0.1171875,-0.2421875,-0.08203125,-812,-0.26953125,-0.2890625
user_2_sample_114,-0.15625,-0.17578125,-0.1328125,-0.3046875,-0.171875,-0.12109375,-0.0546875,-0.13671875,-0.078125,-0.09765625,-0.1171875,-0.23828125,-0.078125,-812,-0.28125,-0.296875
user_2_sample_115,-0.1640625,-0.17578125,-0.12890625,-0.3203125,-0.17578125,-0.1171875,-0.0703125,-0.15625,-0.08984375,-0.09765625,-0.12890625,-0.2578125,-0.08203125,-812,-0.27734375,-0.27734375
user_2_sample_116,-0.15625,-0.171875,-0.13671875,-0.3046875,-0.17578125,-0.1171875,-0.06640625,-0.14453125,-0.0703125,-0.078125,-0.13671875,-0.25,-0.078125,-812,-0.28125,-0.29296875
user_2_sample_117,-0.1484375,-0.17578125,-0.1484375,-0.3046875,-0.171875,-0.09765625,-0.0546875,-0.15625,-0.078125,-0.09375,-0.1328125,-0.265625,-0.08984375,-812,-0.28125,-0.29296875
user_2_sample_118,-0.15625,-0.18359375,-0.12109375,-0.30859375,-0.18359375,-0.109375,-0.0546875,-0.16015625,-0.0703125,-0.078125,-0.12890625,-0.25390625,-0.08984375,-812,-0.28125,-0.296875
user_2_sample_119,-0.1484375,-0.19140625,-0.1328125,-0.296875,-0.16015625,-0.109375,-0.0703125,-0.1484375,-0.0703125,-0.08203125,-0.12109375,-0.2578125,-0.08203125,-812,-0.29296875,-0.29296875
user_2_sample_11,-0.16015625,-0.1875,-0.1328125,-0.31640625,-0.16015625,-0.109375,-0.0546875,-0.13671875,-0.0625,-0.0703125,-0.12890625,-0.2578125,-0.08203125,-812,-0.27734375,-0.3046875
user_2_sample_120,-0.14453125,-0.1875,-0.12109375,-0.3046875,-0.17578125,-0.109375,-0.0546875,-0.15625,-0.08203125,-0.09765625,-0.12109375,-0.25390625,-0.08984375,-812,-0.29296875,-0.296875
user_2_sample_121,-0.1484375,-0.1875,-0.1328125,-0.30859375,-0.17578125,-0.1171875,-0.0703125,-0.1640625,-0.0703125,-0.08984375,-0.12890625,-0.2421875,-0.078125,-812,-0.29296875,-0.31640625
user_2_sample_122,-0.1328125,-0.17578125,-0.1328125,-0.3203125,-0.1640625,-0.12109375,-0.0625,-0.1484375,-0.0703125,-0.0703125,-0.1171875,-0.25390625,-0.08984375,-812,-0.28125,-0.296875
user_2_sample_123,-0.13671875,-0.18359375,-0.14453125,-0.3046875,-0.18359375,-0.109375,-0.0625,-0.16015625,-0.06640625,-0.08984375,-0.12890625,-0.25390625,-0.078125,-812,-0.28125,-0.3046875
user_2_sample_124,-0.14453125,-0.18359375,-0.13671875,-0.296875,-0.1640625,-0.10546875,-0.0625,-0.1640625,-0.0625,-0.08984375,-0.109375,-0.25390625,-0.08203125,-812,-0.27734375,-0.2890625
user_2_sample_125,-0.15625,-0.17578125,-0.12109375,-0.31640625,-0.18359375,-0.10546875,-0.05078125,-0.16015625,-0.0703125,-0.08203125,-0.12109375,-0.2421875,-0.06640625,-812,-0.2890625,-0.30859375
user_2_sample_126,-0.13671875,-0.19140625,-0.1328125,-0.30859375,-0.1640625,-0.09765625,-0.05078125,-0.171875,-0.0703125,-0.09375,-0.1171875,-0.25,-0.08203125,-812,-0.28125,-0.3046875
user_2_sample_127,-0.1328125,-0.17578125,-0.12890625,-0.29296875,-0.1640625,-0.10546875,-0.06640625,-0.1484375,-0.0625,-0.10546875,-0.1171875,-0.25,-0.078125,-812,-0.2890625,-0.2890625
user_2_sample_128,-0.1484375,-0.1875,-0.1328125,-0.27734375,-0.171875,-0.12109375,-0.0546875,-0.1484375,-0.0703125,-0.09765625,-0.1171875,-0.25,-0.0703125,-812,-0.27734375,-0.29296875
user_2_sample_129,-0.13671875,-0.1875,-0.1484375,-0.30859375,-0.17578125,-0.10546875,-0.0703125,-0.1640625,-0.078125,-0.09375,-0.12109375,-0.25390625,-0.078125,-812,-0.26953125,-0.296875
user_2_sample_12,-0.12890625,-0.1640625,-0.12890625,-0.32421875,-0.171875,-0.09375,-0.0390625,-0.14453125,-0.0546875,-0.0625,-0.1171875,-0.25390625,-0.0703125,-812,-0.28125,-0.296875
user_2_sample_130,-0.13671875,-0.19140625,-0.1328125,-0.3046875,-0.1875,-0.109375,-0.0625,-0.14453125,-0.0703125,-0.09375,-0.10546875,-0.2421875,-0.078125,-812,-0.2890625,-0.29296875
user_2_sample_131,-0.14453125,-0.19921875,-0.1328125,-0.29296875,-0.1640625,-0.12109375,-0.05078125,-0.1640625,-0.08203125,-0.08984375,-0.12109375,-0.25390625,-0.08203125,-812,-0.2890625,-0.29296875
user_2_sample_132,-0.13671875,-0.1875,-0.14453125,-0.31640625,-0.17578125,-0.109375,-0.0546875,-0.16015625,-0.0703125,-0.08984375,-0.1171875,-0.2578125,-0.08984375,-812,-0.28125,-0.29296875
user_2_sample_133,-0.15625,-0.19921875,-0.12890625,-0.3046875,-0.1875,-0.1328125,-0.0546875,-0.1484375,-0.06640625,-0.08203125,-0.1171875,-0.25390625,-0.08984375,-812,-0.28125,-0.30859375
user_2_sample_134,-0.14453125,-0.1875,-0.12890625,-0.3046875,-0.171875,-0.09765625,-0.0546875,-0.16015625,-0.04296875,-0.10546875,-0.109375,-0.2578125,-0.08984375,-812,-0.29296875,-0.29296875
user_2_sample_135,-0.1328125,-0.1875,-0.12890625,-0.296875,-0.1640625,-0.1171875,-0.05078125,-0.15625,-0.078125,-0.08984375,-0.12109375,-0.25390625,-0.08984375,-812,-0.29296875,-0.2890625
user_2_sample_136,-0.13671875,-0.18359375,-0.12890625,-0.29296875,-0.171875,-0.09375,-0.05078125,-0.16015625,-0.06640625,-0.09375,-0.1171875,-0.25,-0.08203125,-812,-0.28125,-0.29296875
user_2_sample_137,-0.13671875,-0.19140625,-0.1328125,-0.31640625,-0.171875,-0.109375,-0.0625,-0.1484375,-0.0703125,-0.08984375,-0.12109375,-0.25390625,-0.078125,-812,-0.2890625,-0.29296875
user_2_sample_138,-0.1328125,-0.19140625,-0.12890625,-0.29296875,-0.1640625,-0.10546875,-0.06640625,-0.15625,-0.0703125,-0.09375,-0.109375,-0.265625,-0.08203125,-812,-0.2890625,-0.28125
user_2_sample_139,-0.13671875,-0.17578125,-0.12109375,-0.32421875,-0.17578125,-0.1171875,-0.04296875,-0.1484375,-0.078125,-0.09375,-0.1171875,-0.25,-0.08984375,-812,-0.29296875,-0.3046875
user_2_sample_13,-0.1484375,-0.1875,-0.12890625,-0.30859375,-0.17578125,-0.10546875,-0.05078125,-0.15625,-0.06640625,-0.10546875,-0.12109375,-0.25,-0.09765625,-812,-0.28125,-0.28125
user_2_sample_140,-0.16015625,-0.19921875,-0.12890625,-0.31640625,-0.1875,-0.09765625,-0.05078125,-0.1484375,-0.08203125,-0.08203125,-0.09765625,-0.25,-0.0703125,-812,-0.28125,-0.296875
user_2_sample_141,-0.14453125,-0.19140625,-0.13671875,-0.296875,-0.1640625,-0.09765625,-0.0703125,-0.16015625,-0.078125,-0.08203125,-0.1171875,-0.2578125,-0.06640625,-812,-0.296875,-0.29296875
user_2_sample_142,-0.14453125,-0.18359375,-0.1328125,-0.29296875,-0.17578125,-0.10546875,-0.06640625,-0.1484375,-0.06640625,-0.078125,-0.12109375,-0.25,-0.09375,-812,-0.28125,-0.2890625
user_2_sample_143,-0.13671875,-0.18359375,-0.1328125,-0.31640625,-0.16015625,-0.1171875,-0.0625,-0.16015625,-0.0703125,-0.078125,-0.12109375,-0.265625,-0.08984375,-812,-0.2578125,-0.31640625
user_2_sample_144,-0.14453125,-0.1875,-0.13671875,-0.3046875,-0.18359375,-0.09765625,-0.0625,-0.13671875,-0.0703125,-0.09375,-0.12109375,-0.23828125,-0.0703125,-812,-0.2890625,-0.296875
user_2_sample_145,-0.1484375,-0.18359375,-0.12890625,-0.30859375,-0.17578125,-0.09765625,-0.05078125,-0.14453125,-0.06640625,-0.08984375,-0.12109375,-0.2421875,-0.0703125,-812,-0.2890625,-0.296875
user_2_sample_146,-0.1328125,-0.171875,-0.1328125,-0.3046875,-0.14453125,-0.09375,-0.06640625,-0.171875,-0.06640625,-0.10546875,-0.1171875,-0.25390625,-0.09375,-812,-0.2890625,-0.28125
user_2_sample_147,-0.14453125,-0.203125,-0.13671875,-0.3046875,-0.1640625,-0.109375,-0.0625,-0.13671875,-0.08984375,-0.0703125,-0.1171875,-0.2578125,-0.08203125,-812,-0.2890625,-0.29296875
user_2_sample_148,-0.1484375,-0.19140625,-0.13671875,-0.30859375,-0.17578125,-0.10546875,-0.0546875,-0.171875,-0.078125,-0.09375,-0.109375,-0.25390625,-0.08984375,-812,-0.26953125,-0.3046875
user_2_sample_149,-0.13671875,-0.18359375,-0.12109375,-0.3203125,-0.16015625,-0.1171875,-0.06640625,-0.15625,-0.0703125,-0.08984375,-0.12109375,-0.2578125,-0.08984375,-812,-0.2890625,-0.2890625
user_2_sample_14,-0.15625,-0.19140625,-0.13671875,-0.30859375,-0.171875,-0.109375,-0.0546875,-0.16015625,-0.0625,-0.09375,-0.12890625,-0.25,-0.078125,-812,-0.26953125,-0.28125
user_2_sample_150,-0.1328125,-0.17578125,-0.12890625,-0.31640625,-0.171875,-0.1171875,-0.0703125,-0.1484375,-0.06640625,-0.0703125,-0.109375,-0.2421875,-0.0703125,-812,-0.27734375,-0.29296875
user_2_sample_151,-0.13671875,-0.18359375,-0.12890625,-0.31640625,-0.1640625,-0.10546875,-0.05078125,-0.1484375,-0.0703125,-0.08984375,-0.1171875,-0.25,-0.078125,-812,-0.26953125,-0.2890625
user_2_sample_152,-0.15625,-0.19140625,-0.1171875,-0.2890625,-0.171875,-0.109375,-0.0625,-0.1484375,-0.078125,-0.0703125,-0.12109375,-0.25390625,-0.08984375,-812,-0.2890625,-0.296875
user_2_sample_153,-0.14453125,-0.19140625,-0.1171875,-0.3046875,-0.1640625,-0.10546875,-0.0625,-0.14453125,-0.0703125,-0.08203125,-0.12109375,-0.23828125,-0.09375,-812,-0.29296875,-0.296875
user_2_sample_154,-0.14453125,-0.18359375,-0.12890625,-0.31640625,-0.19140625,-0.10546875,-0.05078125,-0.15625,-0.08203125,-0.09765625,-0.1171875,-0.2578125,-0.08984375,-812,-0.28125,-0.2890625
user_2_sample_155,-0.1484375,-0.1640625,-0.12890625,-0.30859375,-0.18359375,-0.10546875,-0.0625,-0.13671875,-0.0703125,-0.08203125,-0.12890625,-0.25390625,-0.06640625,-812,-0.26953125,-0.30859375
user_2_sample_156,-0.13671875,-0.171875,-0.109375,-0.296875,-0.16015625,-0.09765625,-0.0703125,-0.13671875,-0.06640625,-0.09375,-0.1171875,-0.2421875,-0.09375,-812,-0.2890625,-0.29296875
user_2_sample_157,-0.12890625,-0.18359375,-0.1328125,-0.29296875,-0.1640625,-0.10546875,-0.078125,-0.1484375,-0.078125,-0.08984375,-0.1171875,-0.25390625,-0.08984375,-812,-0.2890625,-0.29296875
user_2_sample_158,-0.1484375,-0.19140625,-0.12890625,-0.33203125,-0.171875,-0.12109375,-0.0625,-0.15625,-0.0625,-0.08984375,-0.12890625,-0.265625,-0.08984375,-812,-0.2890625,-0.29296875
user_2_sample_159,-0.14453125,-0.17578125,-0.1328125,-0.3203125,-0.1640625,-0.1171875,-0.06640625,-0.1484375,-0.0703125,-0.08203125,-0.1171875,-0.2578125,-0.078125,-812,-0.26953125,-0.296875
user_2_sample_15,-0.14453125,-0.17578125,-0.13671875,-0.29296875,-0.171875,-0.12109375,-0.06640625,-0.16015625,-0.06640625,-0.09375,-0.1171875,-0.25390625,-0.08203125,-812,-0.2890625,-0.2890625
user_2_sample_160,-0.14453125,-0.19921875,-0.13671875,-0.3046875,-0.15625,-0.09375,-0.05078125,-0.15625,-0.06640625,-0.08984375,-0.12890625,-0.25,-0.078125,-812,-0.2890625,-0.28125
user_2_sample_161,-0.14453125,-0.17578125,-0.12109375,-0.31640625,-0.171875,-0.12109375,-0.0625,-0.16015625,-0.08203125,-0.09375,-0.1171875,-0.2578125,-0.08984375,-812,-0.27734375,-0.29296875
user_2_sample_162,-0.1484375,-0.1875,-0.13671875,-0.30859375,-0.16015625,-0.10546875,-0.06640625,-0.15625,-0.0703125,-0.09375,-0.12109375,-0.265625,-0.09375,-812,-0.27734375,-0.3046875
user_2_sample_163,-0.14453125,-0.19921875,-0.14453125,-0.3046875,-0.1640625,-0.10546875,-0.0546875,-0.17578125,-0.05078125,-0.08984375,-0.1171875,-0.25,-0.08984375,-812,-0.29296875,-0.296875
user_2_sample_164,-0.15625,-0.1875,-0.13671875,-0.29296875,-0.17578125,-0.109375,-0.04296875,-0.14453125,-0.06640625,-0.0703125,-0.12890625,-0.25390625,-0.078125,-812,-0.27734375,-0.2890625
user_2_sample_165,-0.1328125,-0.1875,-0.12890625,-0.31640625,-0.16015625,-0.10546875,-0.05078125,-0.15625,-0.06640625,-0.08984375,-0.12890625,-0.2265625,-0.078125,-812,-0.28125,-0.296875
user_2_sample_166,-0.14453125,-0.17578125,-0.12109375,-0.30859375,-0.17578125,-0.1171875,-0.06640625,-0.1484375,-0.0625,-0.08203125,-0.1171875,-0.2421875,-0.08984375,-812,-0.2890625,-0.2890625
user_2_sample_167,-0.1484375,-0.171875,-0.12890625,-0.31640625,-0.16015625,-0.12109375,-0.05078125,-0.16015625,-0.0703125,-0.09375,-0.1171875,-0.2578125,-0.078125,-812,-0.2890625,-0.29296875
user_2_sample_168,-0.1484375,-0.18359375,-0.12109375,-0.30859375,-0.171875,-0.109375,-0.05078125,-0.1640625,-0.0625,-0.078125,-0.12890625,-0.23828125,-0.08203125,-812,-0.2890625,-0.2890625
user_2_sample_169,-0.14453125,-0.1875,-0.13671875,-0.296875,-0.15625,-0.109375,-0.06640625,-0.1484375,-0.0703125,-0.09375,-0.12109375,-0.25,-0.08203125,-812,-0.296875,-0.29296875
user_2_sample_16,-0.1484375,-0.171875,-0.1484375,-0.296875,-0.17578125,-0.109375,-0.06640625,-0.15625,-0.06640625,-0.09375,-0.12109375,-0.2421875,-0.09375,-812,-0.26953125,-0.28125
